id,conversation_id,line_order,speaker,hanzi,pinyin,meaning_ja,segs,source_site
11,1,11,小明,好啊，谢谢你！,"Hǎo a, xièxie nǐ!",いいですね、ありがとう！,"[{""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""啊"", ""type"": ""grammar"", ""py"": ""a"", ""note"": ""感嘆や語気をやわらげる文末助詞。""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""谢谢"", ""type"": ""vocab"", ""py"": ""xièxiè"", ""note"": ""ありがとう""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""！"", ""type"": ""punct""}]",HSKspeaking_practice
12,2,1,小红,你好，我想买一件衣服。,"Nǐ hǎo, wǒ xiǎng mǎi yí jiàn yīfu.",こんにちは、服を一着買いたいです。,"[{""text"": ""你好"", ""type"": ""vocab"", ""py"": ""nǐhǎo"", ""note"": ""こんにちは""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""想"", ""type"": ""grammar"", ""py"": ""xiǎng"", ""note"": ""「〜したい」という願望を表す助動詞。""}, {""text"": ""买"", ""type"": ""vocab"", ""py"": ""mǎi"", ""note"": ""買う""}, {""text"": ""一件"", ""type"": ""vocab"", ""py"": ""yījiàn"", ""note"": ""一着（服の量詞）""}, {""text"": ""衣服"", ""type"": ""vocab"", ""py"": ""yīfú"", ""note"": ""服""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
13,2,2,售货员,你好，你喜欢什么颜色？,"Nǐ hǎo, nǐ xǐhuan shénme yánsè?",こんにちは、何色がお好きですか？,"[{""text"": ""你好"", ""type"": ""vocab"", ""py"": ""nǐhǎo"", ""note"": ""こんにちは""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""喜欢"", ""type"": ""vocab"", ""py"": ""xǐhuān"", ""note"": ""好きだ、気に入る""}, {""text"": ""什么"", ""type"": ""vocab"", ""py"": ""shénme"", ""note"": ""何""}, {""text"": ""颜色"", ""type"": ""vocab"", ""py"": ""yánsè"", ""note"": ""色""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
14,2,3,小红,我喜欢红色。这件多少钱？,Wǒ xǐhuan hóngsè. Zhè jiàn duōshao qián?,私は赤が好きです。これはいくらですか？,"[{""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""喜欢"", ""type"": ""vocab"", ""py"": ""xǐhuān"", ""note"": ""好きだ、気に入る""}, {""text"": ""红色"", ""type"": ""vocab"", ""py"": ""hóngsè"", ""note"": ""赤色""}, {""text"": ""。"", ""type"": ""punct""}, {""text"": ""这件"", ""type"": ""vocab"", ""py"": ""zhèjiàn"", ""note"": ""これ（この一着）""}, {""text"": ""多少钱"", ""type"": ""vocab"", ""py"": ""duōshǎoqián"", ""note"": ""いくらですか""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
15,2,4,售货员,这件一百二十块钱。,Zhè jiàn yìbǎi èrshí kuài qián.,これは120元です。,"[{""text"": ""这件"", ""type"": ""vocab"", ""py"": ""zhèjiàn"", ""note"": ""これ（この一着）""}, {""text"": ""一百二十块"", ""type"": ""vocab"", ""py"": ""yìbǎièrshíkuài"", ""note"": ""120元""}, {""text"": ""钱"", ""type"": ""vocab"", ""py"": ""qián"", ""note"": ""お金""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
16,2,5,小李,小红，这件也很漂亮，你看看。,"Xiǎohóng, zhè jiàn yě hěn piàoliang, nǐ kànkan.",小红、これもとても綺麗だよ、見てみて。,"[{""text"": ""小红"", ""type"": ""vocab"", ""py"": ""xiǎohóng"", ""note"": ""（人名）""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""这件"", ""type"": ""vocab"", ""py"": ""zhèjiàn"", ""note"": ""これ（この一着）""}, {""text"": ""也"", ""type"": ""grammar"", ""py"": ""yě"", ""note"": ""「〜も」を表す副詞。""}, {""text"": ""很漂亮"", ""type"": ""vocab"", ""py"": ""hěnpiàoliàng"", ""note"": ""とても綺麗だ""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""看看"", ""type"": ""vocab"", ""py"": ""kànkàn"", ""note"": ""ちょっと見る""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
17,2,6,小红,这件也不错。这件多少钱？,Zhè jiàn yě búcuò. Zhè jiàn duōshao qián?,これもいいね。これはいくら？,"[{""text"": ""这件"", ""type"": ""vocab"", ""py"": ""zhèjiàn"", ""note"": ""これ（この一着）""}, {""text"": ""也"", ""type"": ""grammar"", ""py"": ""yě"", ""note"": ""「〜も」を表す副詞。""}, {""text"": ""不错"", ""type"": ""vocab"", ""py"": ""bùcuò"", ""note"": ""なかなか良い""}, {""text"": ""。"", ""type"": ""punct""}, {""text"": ""这件"", ""type"": ""vocab"", ""py"": ""zhèjiàn"", ""note"": ""これ（この一着）""}, {""text"": ""多少钱"", ""type"": ""vocab"", ""py"": ""duōshǎoqián"", ""note"": ""いくらですか""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
18,2,7,售货员,这件八十块钱，很便宜。,"Zhè jiàn bāshí kuài qián, hěn piányi.",これは80元で、とても安いです。,"[{""text"": ""这件"", ""type"": ""vocab"", ""py"": ""zhèjiàn"", ""note"": ""これ（この一着）""}, {""text"": ""八十块"", ""type"": ""vocab"", ""py"": ""bāshíkuài"", ""note"": ""80元""}, {""text"": ""钱"", ""type"": ""vocab"", ""py"": ""qián"", ""note"": ""お金""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""很"", ""type"": ""grammar"", ""py"": ""hěn"", ""note"": ""「とても」を表す程度の副詞。形容詞文でよく使われる。""}, {""text"": ""便宜"", ""type"": ""vocab"", ""py"": ""piányi"", ""note"": ""安い""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
19,2,8,小红,好，我买这件白色的。,"Hǎo, wǒ mǎi zhè jiàn báisè de.",分かりました、この白いのを買います。,"[{""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""买"", ""type"": ""vocab"", ""py"": ""mǎi"", ""note"": ""買う""}, {""text"": ""这件"", ""type"": ""vocab"", ""py"": ""zhèjiàn"", ""note"": ""これ（この一着）""}, {""text"": ""白色"", ""type"": ""vocab"", ""py"": ""báisè"", ""note"": ""白色""}, {""text"": ""的"", ""type"": ""grammar"", ""py"": ""de"", ""note"": ""名詞を修飾し、所有・限定を表す助詞（〜の）。""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
20,2,9,小李,我们再去买点儿水果吧。,Wǒmen zài qù mǎi diǎnr shuǐguǒ ba.,ちょっと果物も買いに行こうよ。,"[{""text"": ""我们"", ""type"": ""vocab"", ""py"": ""wǒmen"", ""note"": ""私たち""}, {""text"": ""再"", ""type"": ""grammar"", ""py"": ""zài"", ""note"": ""「また、さらに（これから先の繰り返し）」を表す副詞。""}, {""text"": ""去"", ""type"": ""vocab"", ""py"": ""qù"", ""note"": ""行く""}, {""text"": ""买点儿"", ""type"": ""vocab"", ""py"": ""mǎidiǎnér"", ""note"": ""少し買う""}, {""text"": ""水果"", ""type"": ""vocab"", ""py"": ""shuǐguǒ"", ""note"": ""果物""}, {""text"": ""吧"", ""type"": ""grammar"", ""py"": ""ba"", ""note"": ""提案・推量・軽い命令を表す文末助詞（〜しよう、〜でしょう）。""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
21,2,10,小红,好啊，我想买苹果。,"Hǎo a, wǒ xiǎng mǎi píngguǒ.",いいね、私はリンゴを買いたい。,"[{""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""啊"", ""type"": ""grammar"", ""py"": ""a"", ""note"": ""感嘆や語気をやわらげる文末助詞。""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""我"", ""type"": ""vocab"", ""py"": ""wǒ"", ""note"": ""私""}, {""text"": ""想"", ""type"": ""grammar"", ""py"": ""xiǎng"", ""note"": ""「〜したい」という願望を表す助動詞。""}, {""text"": ""买"", ""type"": ""vocab"", ""py"": ""mǎi"", ""note"": ""買う""}, {""text"": ""苹果"", ""type"": ""vocab"", ""py"": ""píngguǒ"", ""note"": ""りんご""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
22,3,1,王芳,喂，张伟，你好！,"Wéi, Zhāng Wěi, nǐ hǎo!",もしもし、張偉、こんにちは！,"[{""text"": ""喂"", ""type"": ""vocab"", ""py"": ""wèi"", ""note"": ""もしもし""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""张伟"", ""type"": ""vocab"", ""py"": ""zhāngwěi"", ""note"": ""（人名）""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""你好"", ""type"": ""vocab"", ""py"": ""nǐhǎo"", ""note"": ""こんにちは""}, {""text"": ""！"", ""type"": ""punct""}]",HSKspeaking_practice
23,3,2,张伟,你好，王芳！有事吗？,"Nǐ hǎo, Wáng Fāng! Yǒu shì ma?",こんにちは、王芳！何かあった？,"[{""text"": ""你好"", ""type"": ""vocab"", ""py"": ""nǐhǎo"", ""note"": ""こんにちは""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""王芳"", ""type"": ""vocab"", ""py"": ""wángfāng"", ""note"": ""（人名）""}, {""text"": ""！"", ""type"": ""punct""}, {""text"": ""有事吗"", ""type"": ""vocab"", ""py"": ""yǒushìma"", ""note"": ""何かあるの？""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
24,3,3,王芳,明天你有时间吗？我们一起吃饭吧。,Míngtiān nǐ yǒu shíjiān ma? Wǒmen yìqǐ chīfàn ba.,明日時間ある？一緒にご飯食べよう。,"[{""text"": ""明天"", ""type"": ""vocab"", ""py"": ""míngtiān"", ""note"": ""明日""}, {""text"": ""你"", ""type"": ""vocab"", ""py"": ""nǐ"", ""note"": ""あなた""}, {""text"": ""有"", ""type"": ""grammar"", ""py"": ""yǒu"", ""note"": ""「持っている、ある」を表す動詞。否定形は「没有」。""}, {""text"": ""时间"", ""type"": ""vocab"", ""py"": ""shíjiān"", ""note"": ""時間""}, {""text"": ""吗"", ""type"": ""grammar"", ""py"": ""ma"", ""note"": ""「はい/いいえ」で答える疑問文を作る文末助詞。""}, {""text"": ""？"", ""type"": ""punct""}, {""text"": ""我们"", ""type"": ""vocab"", ""py"": ""wǒmen"", ""note"": ""私たち""}, {""text"": ""一起"", ""type"": ""vocab"", ""py"": ""yìqǐ"", ""note"": ""一緒に""}, {""text"": ""吃饭"", ""type"": ""vocab"", ""py"": ""chīfàn"", ""note"": ""ご飯を食べる""}, {""text"": ""吧"", ""type"": ""grammar"", ""py"": ""ba"", ""note"": ""提案・推量・軽い命令を表す文末助詞（〜しよう、〜でしょう）。""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
25,3,4,张伟,好啊，明天几点？,"Hǎo a, míngtiān jǐ diǎn?",いいよ、明日何時？,"[{""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""啊"", ""type"": ""grammar"", ""py"": ""a"", ""note"": ""感嘆や語気をやわらげる文末助詞。""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""明天"", ""type"": ""vocab"", ""py"": ""míngtiān"", ""note"": ""明日""}, {""text"": ""几点"", ""type"": ""vocab"", ""py"": ""jǐdiǎn"", ""note"": ""何時""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
26,3,5,王芳,中午十二点，怎么样？,"Zhōngwǔ shí'èr diǎn, zěnmeyàng?",お昼の12時はどう？,"[{""text"": ""中午"", ""type"": ""vocab"", ""py"": ""zhōngwǔ"", ""note"": ""昼、正午""}, {""text"": ""十二点"", ""type"": ""vocab"", ""py"": ""shíèrdiǎn"", ""note"": ""12時""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""怎么样"", ""type"": ""grammar"", ""py"": ""zěnmeyàng"", ""note"": ""「どうですか」と相手の意見や様子を尋ねる表現。""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
27,3,6,张伟,可以。在哪儿吃？,Kěyǐ. Zài nǎr chī?,いいよ。どこで食べる？,"[{""text"": ""可以"", ""type"": ""grammar"", ""py"": ""kěyǐ"", ""note"": ""「〜してもよい、〜できる」という許可・可能を表す助動詞。""}, {""text"": ""。"", ""type"": ""punct""}, {""text"": ""在"", ""type"": ""grammar"", ""py"": ""zài"", ""note"": ""「〜にいる／ある」を表す動詞、または動詞の前について進行「〜している」を表す。""}, {""text"": ""哪儿"", ""type"": ""vocab"", ""py"": ""nǎér"", ""note"": ""どこ""}, {""text"": ""吃"", ""type"": ""vocab"", ""py"": ""chī"", ""note"": ""食べる""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
28,3,7,王芳,学校前边有一个饭馆，很好吃。,"Xuéxiào qiánbian yǒu yí ge fànguǎn, hěn hǎochī.",学校の前に美味しいレストランがあるの。,"[{""text"": ""学校"", ""type"": ""vocab"", ""py"": ""xuéxiào"", ""note"": ""学校""}, {""text"": ""前边"", ""type"": ""vocab"", ""py"": ""qiánbiān"", ""note"": ""前、前方""}, {""text"": ""有"", ""type"": ""grammar"", ""py"": ""yǒu"", ""note"": ""「持っている、ある」を表す動詞。否定形は「没有」。""}, {""text"": ""一个"", ""type"": ""vocab"", ""py"": ""yígè"", ""note"": ""一つ""}, {""text"": ""饭馆"", ""type"": ""vocab"", ""py"": ""fànguǎn"", ""note"": ""レストラン""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""很"", ""type"": ""grammar"", ""py"": ""hěn"", ""note"": ""「とても」を表す程度の副詞。形容詞文でよく使われる。""}, {""text"": ""好吃"", ""type"": ""vocab"", ""py"": ""hǎochī"", ""note"": ""おいしい""}, {""text"": ""。"", ""type"": ""punct""}]",HSKspeaking_practice
29,3,8,张伟,好，那儿见！,"Hǎo, nàr jiàn!",分かった、そこで会おう！,"[{""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""那儿"", ""type"": ""vocab"", ""py"": ""nàér"", ""note"": ""そこ、あそこ""}, {""text"": ""见"", ""type"": ""vocab"", ""py"": ""jiàn"", ""note"": ""会う""}, {""text"": ""！"", ""type"": ""punct""}]",HSKspeaking_practice
30,3,9,王芳,好，明天见！,"Hǎo, míngtiān jiàn!",うん、また明日！,"[{""text"": ""好"", ""type"": ""vocab"", ""py"": ""hǎo"", ""note"": ""良い、元気だ""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""明天"", ""type"": ""vocab"", ""py"": ""míngtiān"", ""note"": ""明日""}, {""text"": ""见"", ""type"": ""vocab"", ""py"": ""jiàn"", ""note"": ""会う""}, {""text"": ""！"", ""type"": ""punct""}]",HSKspeaking_practice
31,4,1,服务员,欢迎光临，你们几位？,"Huānyíng guānglín, nǐmen jǐ wèi?",いらっしゃいませ、何名様ですか？,"[{""text"": ""欢迎光临"", ""type"": ""vocab"", ""py"": ""huānyíngguānglín"", ""note"": ""いらっしゃいませ""}, {""text"": ""，"", ""type"": ""punct""}, {""text"": ""你们"", ""type"": ""vocab"", ""py"": ""nǐmen"", ""note"": ""あなたたち""}, {""text"": ""几位"", ""type"": ""vocab"", ""py"": ""jǐwèi"", ""note"": ""何名様""}, {""text"": ""？"", ""type"": ""punct""}]",HSKspeaking_practice
