id,passage_id,question_order,question_text,choices,correct_choice_index
65,13,5,这篇文章想告诉我们什么？,"[""搬家要选好邻居"", ""邻居之间不应该来往"", ""一个小小的帮忙可能开始一段温暖的关系"", ""老人都很孤独""]",2
66,14,1,自行车出了什么问题？,"[""轮胎坏了"", ""链条一直掉"", ""刹车坏了"", ""被偷了""]",1
67,14,2,"""我""本来打算怎么处理这个问题？","[""问朋友借车"", ""直接去修车店"", ""不管它"", ""扔掉自行车""]",1
68,14,3,"""我""最后决定怎么做？","[""找专业师傅"", ""自己看视频学着修"", ""买一辆新车"", ""请邻居帮忙""]",1
69,14,4,修车的过程顺利吗？,"[""请人修好的"", ""完全没有修好"", ""试了好几次才成功"", ""一次就成功了""]",2
70,14,5,"修好自行车以后，""我""有什么感受？","[""特别有成就感，学到了新技能"", ""没有特别的感受"", ""很后悔浪费时间"", ""觉得很麻烦，不想再骑""]",0
71,15,1,"""我""为什么没带伞？","[""伞坏了"", ""忘记了"", ""家里没有伞"", ""看天气觉得不会下雨""]",3
72,15,2,下午发生了什么事？,"[""突然下起大雨"", ""天晴了"", ""停电了"", ""公交车坏了""]",0
73,15,3,"下班的时候，谁帮了""我""？","[""保安"", ""同事小王"", ""出租车司机"", ""没有人帮忙""]",1
74,15,4,"小王是怎么帮""我""的？","[""给\""我\""打电话"", ""开车送\""我\""回家"", ""和\""我\""一起挤一把伞"", ""借伞给\""我\""""]",2
75,15,5,"这次经历以后，""我""养成了什么习惯？","[""每天看天气预报"", ""包里常备一把折叠伞"", ""不再相信天气预报"", ""不再出门""]",1
76,16,1,"""我""为什么报名英语口语班？","[""为了工作"", ""父母要求的"", ""为了考试"", ""为了能更好地跟外国朋友交流""]",3
77,16,2,"""我""第一次上课时心情怎么样？","[""很轻松"", ""特别紧张"", ""完全不在意"", ""很开心""]",1
78,16,3,老师第一节课做了什么？,"[""只是自我介绍"", ""先带大家做游戏，放松气氛"", ""马上让大家开口说话"", ""布置了很多作业""]",1
79,16,4,"下课以后，""我""的感觉有什么变化？","[""更紧张了"", ""没有想象中那么紧张"", ""决定不再去上课"", ""完全没有变化""]",1
80,16,5,"""我""对以后的学习有什么想法？","[""觉得英语太难，放弃了"", ""打算换一个班"", ""觉得没有希望"", ""相信坚持下去会有进步""]",3
81,17,1,"""我""为什么想在阳台种蔬菜？","[""朋友建议的"", ""既能锻炼身体，又能吃到新鲜蔬菜"", ""没有其他事情做"", ""为了赚钱""]",1
82,17,2,一开始种菜遇到了什么问题？,"[""邻居反对"", ""没有花盆"", ""浇水和阳光没掌握好，苗死了"", ""被偷了""]",2
83,17,3,"""我""是怎么解决这些问题的？","[""请专业的人来种"", ""放弃种菜"", ""买更贵的种子"", ""上网查资料，向朋友请教""]",3
84,17,4,经过多长时间，蔬菜长大了？,"[""一年"", ""三天"", ""两个多月"", ""一个星期""]",2
85,17,5,"""我""现在对照顾这些植物是什么态度？","[""觉得很麻烦，想放弃"", ""打算卖掉花盆"", ""完全不关心"", ""成了下班后最喜欢做的事情之一""]",3
86,18,1,"""我""和朋友为什么冷战？","[""因为钱的问题"", ""因为一件小事，谁都不肯先低头"", ""因为搬家"", ""因为工作""]",1
87,18,2,"冷战期间""我""的心情怎么样？","[""完全不在意"", ""忘记了这件事"", ""心里不舒服，会想起以前的事"", ""很开心""]",2
88,18,3,"""我""为什么没有主动联系朋友？","[""因为搬家了"", ""因为面子问题"", ""因为太忙"", ""不知道她的电话""]",1
89,18,4,最后是谁先联系了谁？,"[""两人同时联系"", ""通过别人传话"", ""\""我\""先联系了朋友"", ""朋友先发消息给\""我\""""]",3
90,18,5,"这次经历让""我""明白了什么？","[""面子比友情重要"", ""真正的朋友之间没有解决不了的问题"", ""朋友之间不应该吵架"", ""应该一直冷战下去""]",1
91,19,1,"""我""犯了什么错误？","[""忘记开洗衣机"", ""没把红色衣服和白色衣服分开洗"", ""用错了洗衣粉"", ""水温太高""]",1
92,19,2,结果白衣服变成了什么颜色？,"[""蓝色"", ""黑色"", ""淡淡的粉色"", ""没有变化""]",2
93,19,3,"""我""是什么反应？","[""非常生气，扔掉了衣服"", ""马上去买新衣服"", ""完全没在意"", ""又生气又好笑""]",3
94,19,4,妈妈是怎么说的？,"[""没有说什么"", ""让\""我\""赔钱"", ""说这是很多人都会犯的错误"", ""批评了\""我\""""]",2
95,19,5,"这次经历让""我""学到了什么？","[""以后不再自己洗衣服"", ""应该买新洗衣机"", ""洗衣服前要检查颜色，深浅色分开洗"", ""衣服颜色不重要""]",2
96,20,1,"""我""平时对体检是什么态度？","[""随便走个过程，不太在意"", ""每个月都去检查"", ""从来不去体检"", ""非常重视""]",0
97,20,2,这次体检医生发现了什么问题？,"[""需要马上住院"", ""视力不好"", ""体重和血压偏高"", ""没有任何问题""]",2
98,20,3,"""我""听到这个消息后的反应是什么？","[""没有相信医生"", ""心里挺紧张的"", ""很生气"", ""完全不在意""]",1
99,20,4,"""我""反思了自己哪些生活习惯？","[""经常熬夜、很少运动、饮食不规律"", ""运动太多"", ""吃得太少"", ""睡眠太多""]",0
100,20,5,三个月以后再检查，结果怎么样？,"[""各项指标恢复了正常"", ""没有任何变化"", ""情况变得更差"", ""没有再去检查""]",0
101,21,1,"""我""为什么决定去湖边？","[""难得有空闲时间，临时决定"", ""工作安排"", ""朋友邀请"", ""家人要求""]",0
102,21,2,"""我""是怎么去的？带了什么？","[""和朋友一起，租了车"", ""坐火车，什么都没带"", ""一个人，带了小背包"", ""开车，带了很多行李""]",2
103,21,3,"中午""我""做了什么？","[""继续走路"", ""回家吃饭"", ""找了安静的地方吃午饭、睡午觉"", ""去了餐厅""]",2
104,21,4,"下午""我""做了什么活动？","[""游泳"", ""划船"", ""钓鱼"", ""租自行车绕湖骑行""]",3
105,21,5,"这次旅行让""我""明白了什么？","[""不用走太远也能放松心情"", ""一个人旅行不安全"", ""必须走得很远才能放松"", ""应该经常请假""]",0
106,22,1,他们为什么凌晨四点就出发？,"[""为了看日出"", ""山路很长"", ""天气原因"", ""怕堵车""]",0
107,22,2,爬到半山腰时，大家遇到了什么困难？,"[""体力不够，脚步变慢"", ""下雨了"", ""没有水喝"", ""迷路了""]",0
108,22,3,大家是怎么坚持下来的？,"[""放弃了"", ""互相鼓励，一步一步走"", ""坐下休息很久"", ""叫车上山""]",1
109,22,4,他们最后看到了什么景象？,"[""太阳从云里升起，天空变橙红色"", ""什么都没看到"", ""没看到日出就下山了"", ""下雨了""]",0
110,22,5,"这次爬山经历让""我""明白了什么？","[""日出不好看"", ""应该坐车上山"", ""爬山太累，不值得"", ""美好的东西需要努力才能看到""]",3
111,23,1,这次旅行有什么特别之处？,"[""第一次出国"", ""只有\""我\""一个人去"", ""好几年没有全家一起出去玩了"", ""是公司安排的""]",2
112,23,2,弟弟第一次看到大海时是什么反应？,"[""想马上回家"", ""没有兴趣"", ""兴奋得跑来跑去"", ""很害怕""]",2
113,23,3,晚上一家人在海边做了什么？,"[""看电视"", ""去购物"", ""回酒店睡觉"", ""散步，聊平时很少聊的话题""]",3
114,23,4,这次旅行一共去了几天？,"[""五天"", ""十天"", ""两天"", ""一个月""]",0
115,23,5,妈妈对这次旅行有什么想法？,"[""觉得太贵了"", ""以后不想再去"", ""以后应该每年都安排一次家庭旅行"", ""觉得太累了""]",2
116,24,1,"""我""为什么坐过了站？","[""火车晚点了"", ""一直看手机，没注意广播"", ""朋友没告诉\""我\"""", ""睡着了""]",1
117,24,2,"发现坐过站以后，""我""的心情怎么样？","[""觉得无所谓"", ""很平静"", ""特别着急"", ""很开心""]",2
118,24,3,"""我""是怎么解决这个问题的？","[""直接回家"", ""自己想办法"", ""给朋友打电话，问怎么换乘"", ""在车站等着""]",2
119,24,4,"最后""我""多花了多长时间才到达目的地？","[""没有耽误时间"", ""十分钟"", ""一整天"", ""将近一个小时""]",3
120,24,5,朋友是怎么看待这件事的？,"[""觉得\""我\""很粗心，不再相信\""我\"""", ""觉得这是一次小小的意外冒险"", ""完全没有在意"", ""生气地批评\""我\""""]",1
121,25,1,"""我""是怎么去朋友老家的？","[""骑自行车"", ""坐飞机"", ""走路"", ""坐了将近五个小时的车""]",3
122,25,2,"小张的父母是怎么招待""我""的？","[""热情地做了一桌子家常菜"", ""很冷淡"", ""没有见面"", ""请\""我\""去饭店吃饭""]",0
123,25,3,"晚上小张带""我""做了什么？","[""去邻居家串门"", ""看电视"", ""在村子里散步，讲童年故事"", ""直接休息了""]",2
124,25,4,第二天他们一起做了什么？,"[""去城市逛街"", ""去博物馆"", ""在家休息"", ""去田地摘菜""]",3
125,25,5,"这次旅行给""我""带来了什么？","[""没有特别的感受"", ""决定搬到村子里住"", ""觉得农村生活不方便"", ""看到不一样的生活，和小张的感情更深了""]",3
126,26,1,这次旅行的主要目的是什么？,"[""把当地有名的小吃都尝一遍"", ""拜访朋友"", ""购物"", ""看有名的景点""]",0
127,26,2,他们下飞机以后先去了哪里？,"[""当地最有名的小吃街"", ""博物馆"", ""海边"", ""酒店""]",0
128,26,3,三天里他们对食物的感受怎么样？,"[""都很好吃"", ""有的很惊艳，有的不合口味"", ""没有时间吃东西"", ""完全不好吃""]",1
129,26,4,朋友们回去以后怎么评价这次旅行？,"[""笑他们\""白来了\""，因为没去景点"", ""都很羡慕"", ""完全不关心"", ""也想跟着一起去""]",0
130,26,5,"""我""觉得这次旅行怎么样？","[""体验了当地生活，比单纯看风景更有意思"", ""应该多去几个景点"", ""吃得太多，不健康"", ""浪费时间，很后悔""]",0
131,27,1,这次旅行是在什么背景下进行的？,"[""家庭旅行"", ""公司团建"", ""大学同学毕业以后第一次一起旅行"", ""高中同学聚会""]",2
132,27,2,他们每天早上做的第一件事是什么？,"[""睡懒觉"", ""去海边散步，看日出"", ""打电话"", ""吃早饭""]",1
133,27,3,白天他们做了哪些活动？,"[""游泳、玩沙滩排球"", ""购物"", ""在房间休息"", ""开会""]",0
134,27,4,晚上他们做了什么？,"[""去酒吧"", ""坐在沙滩上看星星、聊天"", ""看电影"", ""早早睡觉""]",1
135,27,5,"这次旅行对""我""最大的意义是什么？","[""没有特别的意义"", ""暂时忘记工作压力，和朋友重聚"", ""花了很多钱"", ""决定搬到海边住""]",1
136,28,1,"这是""我""第几次露营？","[""每年都去"", ""第五次"", ""已经忘了"", ""第一次""]",3
137,28,2,朋友们负责做什么？,"[""只负责拍照"", ""提前回家了"", ""什么都不做"", ""搭帐篷、准备食物""]",3
138,28,3,晚上他们围着篝火做了什么？,"[""一边烤东西吃，一边聊天"", ""早早睡觉"", ""唱歌跳舞"", ""看书""]",0
139,28,4,"晚上睡觉的时候，""我""有什么感受？","[""一整夜没睡"", ""觉得很无聊"", ""完全不害怕"", ""风声让\""我\""有点害怕，后来慢慢习惯""]",3
140,28,5,"这次露营经历让""我""发现了什么？","[""朋友们不适合一起露营"", ""离开手机和城市能更真实地感受大自然"", ""露营太辛苦，不想再去"", ""帐篷质量不好""]",1
141,29,1,"""我""是在什么情况下去参观博物馆的？","[""朋友邀请"", ""出差时正好有空闲的一天"", ""专程去旅游"", ""公司安排""]",1
142,29,2,博物馆里收藏了什么？,"[""动物标本"", ""历史悠久的文物"", ""植物"", ""现代艺术品""]",1
143,29,3,"""我""是怎么参观的？","[""请了讲解员，一边听一边参观"", ""自己随便看看"", ""很快就看完了"", ""没有仔细看""]",0
144,29,4,"""我""在博物馆一共待了多长时间？","[""一整天"", ""半个小时"", ""三个多小时"", ""十分钟""]",2
145,29,5,"参观结束以后，""我""做了什么？","[""什么都没买"", ""在礼品店买了一本介绍历史的书"", ""决定不再来"", ""马上离开了""]",1
146,30,1,这次旅行是在什么假期？,"[""国庆假期"", ""春节"", ""暑假"", ""周末""]",0
147,30,2,他们遇到了什么情况？,"[""找不到酒店"", ""交通堵塞，无法出发"", ""到处都是人，排着长长的队伍"", ""天气不好""]",2
148,30,3,酒店的价格怎么样？,"[""更便宜"", ""没有房间"", ""比平时贵了不少"", ""和平时一样""]",2
149,30,4,一家人是怎么调整心态的？,"[""一直抱怨"", ""提前回家了"", ""把排队的时间当作聊天的机会"", ""取消了旅行""]",2
150,30,5,"""我""从这次旅行中得到了什么经验？","[""国庆假期最适合旅行"", ""以后应该尽量避开人多的高峰时间"", ""排队没有问题"", ""以后不再旅行""]",1
151,31,1,这次骑行的全程大约多少公里？,"[""五十公里"", ""一百公里"", ""三十公里"", ""十公里""]",2
152,31,2,出发的时候，大家的状态怎么样？,"[""已经很累了"", ""想放弃"", ""犹豫不决"", ""信心满满""]",3
153,31,3,骑到一半的时候发生了什么？,"[""自行车坏了"", ""下雨了"", ""迷路了"", ""体力开始下降，腿变酸""]",3
154,31,4,他们是怎么恢复体力的？,"[""坐车回家"", ""找人帮忙"", ""继续骑，不休息"", ""停下来休息，喝水，看风景""]",3
155,31,5,"完成骑行以后，""我""有什么感受？","[""后悔参加"", ""觉得没有意义"", ""再也不想骑自行车了"", ""虽然辛苦，但很有成就感""]",3
156,32,1,这次旅行和以前有什么不同？,"[""第一次一个人自由行"", ""和家人一起"", ""请了导游"", ""跟团旅游""]",0
157,32,2,"""我""在古镇遇到了什么问题？","[""因为地图不准确，在小巷子里迷路"", ""丢了钱包"", ""找不到酒店"", ""生病了""]",0
158,32,3,"迷路以后，""我""是什么心态？","[""马上报警"", ""转念一想，当作是意外的探险"", ""立刻回酒店"", ""非常生气""]",1
159,32,4,"""我""在迷路的过程中发现了什么？","[""地图上没有的小店和有意思的角落"", ""什么都没发现"", ""危险的地方"", ""其他游客""]",0
160,32,5,"这次经历让""我""明白了什么？","[""旅行有时候不需要太多计划，意外也可能带来惊喜"", ""旅行一定要提前计划好"", ""古镇不值得去"", ""不应该一个人旅行""]",0
161,33,1,"""我""为什么提前一个多月开始抢票？","[""公司要求"", ""想早点回家"", ""车票很难买"", ""怕票太贵""]",2
162,33,2,"到家门口的时候，""我""看到了什么？","[""家里在装修"", ""朋友来接\""我\"""", ""家里没有人"", ""爸爸妈妈已经站在门口等着""]",3
163,33,3,回家的这几天，家里是什么气氛？,"[""大家都很忙"", ""妈妈做很多菜，亲戚朋友来访，很热闹"", ""没有什么变化"", ""很安静""]",1
164,33,4,"""我""觉得春节回家路上怎么样？","[""比平时更方便"", ""完全没有问题"", ""又挤又累，抢票也不容易"", ""很轻松""]",2
165,33,5,"""我""认为春节回家最重要的意义是什么？","[""休息"", ""和家人一起吃团圆饭"", ""去有名的景点"", ""买很多东西""]",1
166,34,1,"""我""为什么决定一个人去旅行？","[""为了省钱"", ""被公司派去"", ""工作太忙，想给自己放假休息"", ""朋友都没空""]",2
167,34,2,"刚开始一个人旅行时，""我""有什么感受？","[""不习惯自己做决定，感到不安"", ""完全没有问题"", ""很开心，没有任何困难"", ""想马上回家""]",0
168,34,3,"慢慢地，""我""的心态发生了什么变化？","[""开始享受自由安排行程的感觉"", ""决定提前回家"", ""越来越不安"", ""找了旅行团""]",0
169,34,4,"这一个星期，""我""做了什么？","[""一直待在酒店"", ""参观了以前只在照片里看过的地方"", ""什么都没做"", ""生病了，没有出门""]",1
170,34,5,"这次旅行给""我""带来了什么变化？","[""觉得旅行很浪费钱"", ""以后再也不想一个人旅行"", ""变得更独立，更了解自己"", ""没有任何变化""]",2
171,35,1,"""我""以前有什么样的花钱习惯？","[""从不乱花钱"", ""从来不存钱也不花钱"", ""工资发下来没几天就花完"", ""每个月都能存下很多钱""]",2
172,35,2,"""我""决定存钱的原因是什么？","[""想买一件贵重的东西"", ""父母要求的"", ""朋友建议的"", ""银行账户里钱很少，感到害怕""]",3
173,35,3,"""我""的存钱方法是什么？","[""完全不花钱"", ""每月存三分之一到另一张卡"", ""找人帮忙管理工资"", ""把所有工资都存起来""]",1
174,35,4,"存钱以后，""我""的花钱习惯发生了什么变化？","[""花钱比以前更多了"", ""变得更理性，会先考虑是否需要"", ""没有任何变化"", ""完全不敢花钱了""]",1
175,35,5,"""我""从这次经历中明白了什么？","[""存钱就是要过苦日子"", ""工资应该全部存起来"", ""不需要考虑理财问题"", ""应该更清楚钱花在哪里""]",3
176,36,1,"豆豆刚到""我""家的时候，表现怎么样？","[""一直在叫"", ""一直躲在沙发底下，害怕"", ""马上就跟\""我\""很亲近"", ""很活泼，到处跑""]",1
177,36,2,"""我""是怎么让豆豆愿意出来的？","[""每天大声叫它的名字"", ""定时放食物，安静地等它自己出来"", ""强行把它抱出来"", ""把它关在一个小房间里""]",1
178,36,3,豆豆大概用了多长时间才愿意出来吃东西？,"[""一个星期左右"", ""半年"", ""一个月"", ""一天""]",0
179,36,4,"现在豆豆在""我""下班回家时会做什么？","[""不理\""我\"""", ""跑到门口迎接"", ""一直睡觉"", ""躲起来""]",1
180,36,5,"养猫这件事让""我""明白了什么道理？","[""关心对方要给时间和空间，而不是强迫"", ""猫比人更好相处"", ""养猫很麻烦"", ""应该经常换新的宠物""]",0
181,37,1,"""我""出差期间，家里发生了什么事？","[""窗户没关好，雨水灌进屋里"", ""停电了"", ""什么事都没发生"", ""被小偷进过""]",0
182,37,2,王阿姨是怎么发现问题的？,"[""路过时听到屋里有水声"", ""看监控发现的"", ""物业通知她的"", ""\""我\""打电话告诉她的""]",0
183,37,3,"王阿姨用什么方法进了""我""家？","[""用备用钥匙"", ""等\""我\""回来才处理"", ""叫了开锁公司"", ""打破了窗户""]",0
184,37,4,"""我""回来后是怎么感谢王阿姨的？","[""买水果感谢她"", ""给她钱"", ""请她吃了一顿大餐"", ""什么都没做""]",0
185,37,5,"这件事以后，""我""对邻居关系有什么样的新认识？","[""好邻居在关键时刻能帮上大忙"", ""邻居之间没必要来往"", ""应该搬到别的地方住"", ""邻居关系不重要""]",0
186,38,1,"""我""决定开始健身的原因是什么？","[""医生提醒要注意健康"", ""想换新衣服"", ""朋友邀请"", ""想参加比赛""]",0
187,38,2,"""我""一开始健身遇到了什么困难？","[""家人反对"", ""没有钱请教练"", ""不知道方法，跑不了多久就累"", ""没有时间""]",2
188,38,3,"健身教练帮""我""做了什么？","[""只是陪\""我\""聊天"", ""帮\""我\""做饭"", ""带\""我\""去买健身器材"", ""教正确运动方法，并帮忙调整饮食""]",3
189,38,4,"坚持健身大半年后，""我""发生了什么变化？","[""完全没有效果"", ""体重没有变化"", ""瘦了十几斤，体力变好"", ""变得更容易生病""]",2
